sample,dac_signed
19975,0
19976,0
19977,0
19978,0
19979,0
19980,0
19981,0
19982,0
19983,0
19984,0
19985,0
19986,0
19987,0
19988,0
19989,0
19990,0
19991,0
19992,0
19993,0
19994,0
19995,0
19996,0
19997,0
19998,0
19999,0
20000,-3
20001,0
20002,-2
20003,-3
20004,-3
20005,-2
20006,0
20007,1
20008,-2
20009,0
20010,-2
20011,-2
20012,-2
20013,-2
20014,0
20015,0
20016,-2
20017,0
20018,0
20019,-1
20020,-2
20021,0
20022,-1
20023,1
20024,0
20025,-1
20026,-2
20027,-3
20028,-3
20029,-4
20030,-1
20031,-4
20032,-5
20033,-4
20034,-5
20035,-2
20036,-5
20037,-5
20038,-3
20039,-4
20040,-4
20041,-6
20042,-3
20043,-5
20044,-4
20045,-5
20046,-4
20047,-3
20048,-3
20049,-5
20050,-7
20051,-7
20052,-7
20053,-7
20054,-4
20055,-6
20056,-6
20057,-3
20058,-5
20059,-5
20060,-1
20061,1
20062,-2
20063,-1
20064,-2
20065,-1
20066,3
20067,3
20068,3
20069,3
20070,4
20071,3
20072,1
20073,0
20074,1
20075,0
20076,3
20077,3
20078,-1
20079,0
20080,4
20081,3
20082,-1
20083,3
20084,-1
20085,-2
20086,-4
20087,-5
20088,1
20089,1
20090,-6
20091,-2
20092,-7
20093,-7
20094,-7
20095,-4
20096,3
20097,2
20098,-1
20099,3
20100,2
20101,0
20102,-2
20103,1
20104,3
20105,4
20106,3
20107,3
20108,1
20109,-1
20110,-2
20111,-3
20112,3
20113,-1
20114,-3
20115,0
20116,-3
20117,4
20118,0
20119,1
20120,-1
20121,-2
20122,-2
20123,-5
20124,2
20125,-2
20126,-1
20127,2
20128,1
20129,2
20130,5
20131,1
20132,-2
20133,-4
20134,-4
20135,-2
20136,-2
20137,-4
20138,-3
20139,5
20140,-1
20141,-2
20142,2
20143,-2
20144,-4
20145,-3
20146,-6
20147,-5
20148,-1
20149,-2
20150,-3
20151,-4
20152,-9
20153,-6
20154,-11
20155,-12
20156,-11
20157,-12
20158,-9
20159,-10
20160,-15
20161,-14
20162,-9
20163,-12
20164,-18
20165,-10
20166,-16
20167,-17
20168,-10
20169,-18
20170,-10
20171,-10
20172,-19
20173,-12
20174,-19
20175,-18
20176,-16
20177,-12
20178,-10
20179,-12
20180,-15
20181,-9
20182,-1
20183,-3
20184,-3
20185,0
20186,2
20187,3
20188,3
20189,3
20190,2
20191,-1
20192,-2
20193,-2
20194,22
20195,16
20196,12
20197,17
20198,12
20199,24
20200,19
20201,14
20202,10
20203,20
20204,17
20205,10
20206,22
20207,7
20208,15
20209,18
20210,14
20211,18
20212,16
20213,10
20214,3
20215,0
20216,8
20217,1
20218,1
20219,-4
20220,-2
20221,8
20222,0
20223,0
20224,3
20225,-3
20226,-7
20227,-4
20228,-6
20229,-5
20230,2
20231,1
20232,-9
20233,0
20234,-7
20235,0
20236,-4
20237,-6
20238,-2
20239,8
20240,4
20241,3
20242,-2
20243,-10
20244,-2
20245,-4
20246,-11
20247,-1
20248,-8
20249,-8
20250,0
20251,-10
20252,1
20253,4
20254,-9
20255,-2
20256,-10
20257,-9
20258,-7
20259,-4
20260,0
20261,-1
20262,-9
20263,0
20264,-4
20265,-6
20266,-6
20267,-5
20268,-1
20269,-1
20270,-4
20271,-17
20272,-7
20273,-16
20274,-19
20275,-21
20276,-7
20277,-21
20278,-27
20279,-23
20280,-24
20281,-15
20282,-20
20283,-29
20284,-35
20285,-21
20286,-26
20287,-18
20288,-19
20289,-36
20290,-26
20291,-2
20292,-6
20293,-1
20294,0
20295,-6
20296,-3
20297,-16
20298,-3
20299,-11
20300,-10
20301,-13
20302,-9
20303,-10
20304,9
20305,11
20306,14
20307,10
20308,7
20309,12
20310,10
20311,11
20312,25
20313,21
20314,9
20315,21
20316,11
20317,19
20318,14
20319,18
20320,16
20321,26
20322,20
20323,19
20324,13
20325,15
20326,27
20327,22
20328,5
20329,22
20330,9
20331,5
20332,17
20333,1
20334,15
20335,9
20336,-4
20337,3
20338,-7
20339,-7
20340,-5
20341,-1
20342,0
20343,-2
20344,1
20345,-2
20346,-5
20347,-8
20348,-9
20349,-6
20350,-1
20351,-20
20352,-2
20353,-16
20354,-4
20355,-12
20356,-14
20357,-15
20358,4
20359,-10
20360,-15
20361,-8
20362,-8
20363,5
20364,0
20365,-22
20366,-26
20367,-15
20368,-12
20369,-1
20370,-2
20371,-21
20372,-9
20373,-1
20374,-6
20375,1
20376,-10
20377,-6
20378,-2
20379,-18
20380,-3
20381,-14
20382,-13
20383,0
20384,-15
20385,-19
20386,-13
20387,-12
20388,-8
20389,8
20390,1
20391,6
20392,12
20393,0
20394,17
20395,8
20396,-11
20397,3
20398,-13
20399,2
20400,-12
20401,-7
20402,-12
20403,3
20404,-8
20405,-12
20406,-22
20407,-19
20408,-9
20409,-14
20410,-31
20411,-10
20412,-24
20413,-25
20414,-11
20415,-12
20416,-10
20417,-16
20418,-28
20419,-18
20420,-29
20421,-26
20422,-21
20423,-13
20424,-26
20425,-10
20426,16
20427,15
20428,13
20429,10
20430,11
20431,8
20432,24
20433,3
20434,24
20435,8
20436,24
20437,15
20438,14
20439,12
20440,28
20441,16
20442,8
20443,16
20444,16
20445,29
20446,21
20447,25
20448,3
20449,14
20450,15
20451,26
20452,24
20453,-2
20454,10
20455,19
20456,11
20457,16
20458,-2
20459,2
20460,5
20461,-17
20462,0
20463,3
20464,-15
20465,1
20466,-20
20467,-26
20468,-18
20469,-16
20470,-12
20471,-20
20472,-21
20473,-23
20474,-13
20475,-24
20476,-4
20477,-12
20478,-31
20479,-13
20480,-27
20481,-8
20482,-22
20483,-14
20484,-16
20485,3
20486,25
20487,24
20488,9
20489,-2
20490,15
20491,11
20492,-7
20493,17
20494,2
20495,-1
20496,20
20497,19
20498,21
20499,14
20500,1
20501,12
20502,-1
20503,1
20504,4
20505,13
20506,-2
20507,13
20508,18
20509,15
20510,10
20511,-2
20512,4
20513,-3
20514,12
20515,-15
20516,7
20517,-14
20518,1
20519,-12
20520,-22
20521,-22
20522,-5
20523,-23
20524,-33
20525,-24
20526,-28
20527,-29
20528,-22
20529,-15
20530,-44
20531,-30
20532,-27
20533,-13
20534,-15
20535,-45
20536,-38
20537,-18
20538,-27
20539,-16
20540,-34
20541,-27
20542,-21
20543,-43
20544,-19
20545,-14
20546,-30
20547,-10
20548,-30
20549,-12
20550,2
20551,5
20552,20
20553,4
20554,7
20555,6
20556,20
20557,7
20558,30
20559,21
20560,1
20561,23
20562,5
20563,24
20564,8
20565,15
20566,12
20567,30
20568,22
20569,15
20570,19
20571,5
20572,19
20573,13
20574,-11
20575,-4
20576,-7
20577,-13
20578,7
20579,2
20580,3
20581,-7
20582,-25
20583,-16
20584,8
20585,4
20586,8
20587,17
20588,-4
20589,16
20590,20
20591,19
20592,11
20593,-2
20594,6
20595,-1
20596,19
20597,-13
20598,17
20599,-7
20600,5
20601,1
20602,-5
20603,-2
20604,21
20605,5
20606,-4
20607,0
20608,12
20609,12
20610,-4
20611,7
20612,-22
20613,-4
20614,0
20615,19
20616,-3
20617,-14
20618,-5
20619,19
20620,12
20621,21
20622,2
20623,-5
20624,15
20625,-11
20626,13
20627,17
20628,-4
20629,19
20630,-8
20631,-14
20632,-8
20633,-2
20634,11
20635,-10
20636,-11
20637,-14
20638,-5
20639,-6
20640,0
20641,-12
20642,-37
20643,-18
20644,-39
20645,-18
20646,-40
20647,-33
20648,-43
20649,-20
20650,-33
20651,-41
20652,-36
20653,-52
20654,-34
20655,-65
20656,-69
20657,-58
20658,-59
20659,-64
20660,-36
20661,-39
20662,-36
20663,-44
20664,-41
20665,-47
20666,-63
20667,-60
20668,-52
20669,-38
20670,-58
20671,-20
20672,6
20673,7
20674,2
20675,-11
20676,-1
20677,-5
20678,19
20679,-15
20680,20
20681,37
20682,50
20683,46
20684,37
20685,40
20686,65
20687,35
20688,35
20689,33
20690,44
20691,43
20692,52
20693,59
20694,24
20695,41
20696,23
20697,60
20698,30
20699,15
20700,23
20701,44
20702,31
20703,38
20704,14
20705,4
20706,24
20707,-7
20708,18
20709,20
20710,-3
20711,20
20712,19
20713,-16
20714,-8
20715,-4
20716,13
20717,-9
20718,-10
20719,-18
20720,4
20721,6
20722,18
20723,4
20724,-22
20725,6
20726,-15
20727,14
20728,-13
20729,4
20730,-3
20731,30
20732,-11
20733,-15
20734,-8
20735,3
20736,1
20737,-28
20738,-31
20739,-19
20740,-18
20741,-23
20742,8
20743,7
20744,17
20745,-1
20746,2
20747,-5
20748,-25
20749,-22
20750,-17
20751,0
20752,-29
20753,-23
20754,1
20755,-1
20756,-10
20757,-29
20758,-21
20759,-32
20760,-6
20761,-49
20762,-13
20763,-47
20764,-38
20765,-45
20766,-57
20767,-21
20768,-34
20769,-67
20770,-71
20771,-72
20772,-62
20773,-64
20774,-53
20775,-45
20776,-51
20777,-64
20778,-82
20779,6
20780,-26
20781,-41
20782,-30
20783,-12
20784,-12
20785,1
20786,-23
20787,-31
20788,-2
20789,-36
20790,-1
20791,6
20792,-28
20793,49
20794,53
20795,14
20796,25
20797,37
20798,57
20799,26
20800,37
20801,32
20802,56
20803,60
20804,72
20805,58
20806,29
20807,58
20808,53
20809,63
20810,32
20811,47
20812,37
20813,69
20814,54
20815,30
20816,50
20817,56
20818,51
20819,14
20820,8
20821,16
20822,12
20823,4
20824,-2
20825,24
20826,33
20827,12
20828,12
20829,1
20830,-23
20831,-17
20832,-18
20833,-1
20834,-34
20835,-26
20836,-1
20837,-3
20838,-12
20839,-29
20840,-12
20841,-29
20842,3
20843,-42
20844,1
20845,-35
20846,-19
20847,-28
20848,-33
20849,15
20850,4
20851,-30
20852,-28
20853,-24
20854,-45
20855,-42
20856,-47
20857,-14
20858,-16
20859,-29
20860,-46
20861,3
20862,-29
20863,-17
20864,-31
20865,-10
20866,-10
20867,5
20868,-23
20869,-33
20870,-4
20871,-43
20872,-33
20873,-4
20874,-44
20875,-4
20876,51
20877,7
20878,13
20879,30
20880,39
20881,-1
20882,7
20883,-5
20884,17
20885,14
20886,24
20887,5
20888,0
20889,-1
20890,-10
20891,-2
20892,-36
20893,-23
20894,-37
20895,-19
20896,-17
20897,-45
20898,-22
20899,-13
20900,-18
20901,-55
20902,-61
20903,-47
20904,-50
20905,-55
20906,-55
20907,-22
20908,-9
20909,-28
20910,-24
20911,-55
20912,-55
20913,-40
20914,-38
20915,-14
20916,-7
20917,7
20918,40
20919,42
20920,27
20921,18
20922,40
20923,23
20924,61
20925,11
20926,60
20927,56
20928,40
20929,31
20930,24
20931,72
20932,59
20933,19
20934,16
20935,16
20936,59
20937,27
20938,18
20939,48
20940,41
20941,22
20942,-1
20943,44
20944,8
20945,14
20946,-6
20947,13
20948,8
20949,18
20950,-14
20951,-27
20952,-38
20953,-43
20954,-34
20955,-5
20956,-49
20957,-5
20958,-6
20959,-38
20960,-45
20961,-25
20962,-14
20963,-54
20964,-42
20965,-52
20966,-24
20967,-21
20968,-22
20969,-22
20970,-23
20971,-19
20972,-23
20973,-10
20974,22
20975,36
20976,32
20977,15
20978,22
20979,-5
20980,26
20981,39
20982,38
20983,-3
20984,39
20985,11
20986,9
20987,4
20988,3
20989,41
20990,55
20991,4
20992,35
20993,0
20994,-2
20995,8
20996,8
20997,30
20998,-8
20999,0
21000,26
21001,27
21002,4
21003,-11
21004,9
21005,-15
21006,19
21007,9
21008,8
21009,-2
21010,-23
21011,-37
21012,-48
21013,-1
21014,-17
21015,-62
21016,-47
21017,-68
21018,-22
21019,-56
21020,-64
21021,-30
21022,-37
21023,-49
21024,-77
21025,-24
21026,-60
21027,-49
21028,-64
21029,-42
21030,-42
21031,-24
21032,-42
21033,-64
21034,-68
21035,-68
21036,-55
21037,-17
21038,-17
21039,-5
21040,39
21041,10
21042,4
21043,30
21044,45
21045,5
21046,20
21047,11
21048,17
21049,44
21050,45
21051,43
21052,39
21053,42
21054,35
21055,15
21056,9
21057,21
21058,12
21059,34
21060,35
21061,2
21062,29
21063,35
21064,19
21065,-17
21066,18
21067,-16
21068,-22
21069,-32
21070,-38
21071,62
21072,69
21073,13
21074,41
21075,4
21076,-1
21077,7
21078,6
21079,27
21080,22
21081,-2
21082,25
21083,26
21084,8
21085,-5
21086,17
21087,32
21088,36
21089,31
21090,34
21091,28
21092,13
21093,4
21094,-2
21095,52
21096,14
21097,2
21098,23
21099,-35
21100,17
21101,-13
21102,-17
21103,-29
21104,17
21105,8
21106,-18
21107,36
21108,3
21109,16
21110,-1
21111,23
21112,39
21113,37
21114,19
21115,-6
21116,-15
21117,-18
21118,-7
21119,-6
21120,-20
21121,-13
21122,25
21123,-9
21124,-19
21125,1
21126,10
21127,-36
21128,-27
21129,-40
21130,-41
21131,-18
21132,-23
21133,-28
21134,-35
21135,-67
21136,-45
21137,-68
21138,-76
21139,-64
21140,-74
21141,-54
21142,-51
21143,-83
21144,-79
21145,-46
21146,-59
21147,-93
21148,-53
21149,-82
21150,-85
21151,-51
21152,-90
21153,-48
21154,-37
21155,-86
21156,-53
21157,-86
21158,-84
21159,-70
21160,-7
21161,2
21162,3
21163,-18
21164,13
21165,18
21166,2
21167,6
21168,17
21169,95
21170,100
21171,95
21172,98
21173,92
21174,75
21175,65
21176,60
21177,108
21178,66
21179,50
21180,67
21181,46
21182,92
21183,73
21184,48
21185,31
21186,72
21187,56
21188,26
21189,75
21190,36
21191,44
21192,57
21193,41
21194,52
21195,47
21196,25
21197,-2
21198,-14
21199,22
21200,-9
21201,-7
21202,-22
21203,-16
21204,24
21205,-9
21206,-17
21207,6
21208,-12
21209,-25
21210,-12
21211,-21
21212,-17
21213,12
21214,12
21215,-25
21216,12
21217,-15
21218,12
21219,-5
21220,-7
21221,-33
21222,-38
21223,-12
21224,-15
21225,-34
21226,-24
21227,11
21228,-1
21229,-31
21230,10
21231,-21
21232,-20
21233,13
21234,-28
21235,14
21236,24
21237,-29
21238,3
21239,-34
21240,-32
21241,-25
21242,-9
21243,-4
21244,-10
21245,-35
21246,-9
21247,-21
21248,-32
21249,-34
21250,-28
21251,-17
21252,-17
21253,-29
21254,-29
21255,-40
21256,-66
21257,-73
21258,-82
21259,-38
21260,-80
21261,-98
21262,-83
21263,-86
21264,-57
21265,-74
21266,-35
21267,-50
21268,-7
21269,-20
21270,-46
21271,6
21272,-48
21273,-17
21274,2
21275,-10
21276,8
21277,9
21278,-9
21279,4
21280,-35
21281,6
21282,22
21283,28
21284,18
21285,29
21286,72
21287,44
21288,51
21289,63
21290,50
21291,38
21292,52
21293,44
21294,48
21295,91
21296,75
21297,37
21298,70
21299,41
21300,65
21301,44
21302,37
21303,49
21304,82
21305,60
21306,53
21307,29
21308,31
21309,62
21310,45
21311,1
21312,44
21313,8
21314,2
21315,32
21316,-12
21317,26
21318,32
21319,-23
21320,-4
21321,-33
21322,-33
21323,-28
21324,-11
21325,-7
21326,-12
21327,-3
21328,-8
21329,-16
21330,-25
21331,-22
21332,-14
21333,1
21334,6
21335,0
21336,-37
21337,-1
21338,-22
21339,-25
21340,-26
21341,25
21342,-14
21343,-68
21344,-46
21345,-46
21346,-12
21347,-25
21348,-45
21349,-57
21350,-11
21351,-21
21352,8
21353,7
21354,-45
21355,-15
21356,4
21357,-9
21358,7
21359,-26
21360,-14
21361,-5
21362,-48
21363,-12
21364,21
21365,22
21366,7
21367,13
21368,2
21369,17
21370,19
21371,26
21372,6
21373,-11
21374,-3
21375,12
21376,-17
21377,22
21378,3
21379,-40
21380,-9
21381,-40
21382,-20
21383,-41
21384,-30
21385,-38
21386,-5
21387,-26
21388,-31
21389,-54
21390,-49
21391,-20
21392,-29
21393,-68
21394,-22
21395,-53
21396,-53
21397,-18
21398,-58
21399,-14
21400,-26
21401,-53
21402,-28
21403,-52
21404,-47
21405,6
21406,28
21407,0
21408,37
21409,49
21410,47
21411,42
21412,36
21413,40
21414,50
21415,66
21416,15
21417,64
21418,27
21419,61
21420,37
21421,33
21422,28
21423,61
21424,33
21425,15
21426,32
21427,28
21428,57
21429,37
21430,12
21431,-5
21432,18
21433,20
21434,44
21435,37
21436,-20
21437,6
21438,21
21439,2
21440,16
21441,-21
21442,-11
21443,-5
21444,-49
21445,-14
21446,-44
21447,-42
21448,-8
21449,-49
21450,-59
21451,-42
21452,-37
21453,-26
21454,-44
21455,-43
21456,-43
21457,-22
21458,-46
21459,-3
21460,-17
21461,9
21462,46
21463,20
21464,57
21465,29
21466,3
21467,1
21468,39
21469,22
21470,18
21471,31
21472,9
21473,41
21474,33
21475,-5
21476,43
21477,11
21478,11
21479,45
21480,40
21481,44
21482,31
21483,1
21484,21
21485,-5
21486,-4
21487,4
21488,19
21489,-14
21490,17
21491,23
21492,17
21493,5
21494,-7
21495,-8
21496,-23
21497,7
21498,-47
21499,-3
21500,-45
21501,-14
21502,-41
21503,-57
21504,-56
21505,-24
21506,-54
21507,-72
21508,-55
21509,-59
21510,-28
21511,-45
21512,-33
21513,-83
21514,-55
21515,-51
21516,-23
21517,-24
21518,-78
21519,-64
21520,-27
21521,-40
21522,-21
21523,-52
21524,-37
21525,-25
21526,-63
21527,19
21528,29
21529,1
21530,39
21531,0
21532,-5
21533,15
21534,21
21535,49
21536,21
21537,22
21538,21
21539,43
21540,18
21541,59
21542,44
21543,4
21544,39
21545,8
21546,42
21547,9
21548,22
21549,14
21550,46
21551,29
21552,16
21553,22
21554,-5
21555,20
21556,9
21557,-36
21558,6
21559,33
21560,22
21561,58
21562,50
21563,50
21564,35
21565,2
21566,21
21567,-8
21568,-7
21569,1
21570,17
21571,-16
21572,17
21573,26
21574,21
21575,14
21576,-6
21577,8
21578,-1
21579,33
21580,-17
21581,33
21582,-4
21583,16
21584,11
21585,2
21586,8
21587,45
21588,-21
21589,-33
21590,-12
21591,-11
21592,-10
21593,8
21594,24
21595,-24
21596,5
21597,12
21598,41
21599,4
21600,-13
21601,0
21602,34
21603,21
21604,37
21605,3
21606,15
21607,23
21608,-21
21609,16
21610,21
21611,-13
21612,20
21613,-23
21614,-34
21615,-27
21616,-18
21617,3
21618,-31
21619,-34
21620,-40
21621,-25
21622,-53
21623,-15
21624,-37
21625,-76
21626,-44
21627,-77
21628,-43
21629,-77
21630,-65
21631,-79
21632,-39
21633,-55
21634,-65
21635,-57
21636,-81
21637,-52
21638,-60
21639,-99
21640,-83
21641,-83
21642,-88
21643,-48
21644,-49
21645,-44
21646,-55
21647,-49
21648,-57
21649,-38
21650,-32
21651,-21
21652,0
21653,-28
21654,8
21655,21
21656,83
21657,76
21658,57
21659,72
21660,63
21661,97
21662,46
21663,98
21664,57
21665,74
21666,67
21667,53
21668,57
21669,90
21670,60
21671,43
21672,41
21673,54
21674,50
21675,63
21676,72
21677,20
21678,44
21679,18
21680,70
21681,28
21682,5
21683,14
21684,47
21685,27
21686,41
21687,5
21688,-9
21689,21
21690,-24
21691,14
21692,18
21693,-14
21694,21
21695,20
21696,-29
21697,-19
21698,-7
21699,18
21700,-12
21701,-12
21702,-11
21703,10
21704,13
21705,31
21706,16
21707,-19
21708,19
21709,-8
21710,-12
21711,-46
21712,-24
21713,-34
21714,10
21715,-2
21716,-9
21717,1
21718,-19
21719,11
21720,-30
21721,-34
21722,-18
21723,-20
21724,-26
21725,13
21726,8
21727,22
21728,-3
21729,0
21730,-12
21731,-40
21732,-38
21733,-32
21734,-16
21735,-50
21736,-43
21737,-12
21738,-19
21739,-32
21740,-55
21741,-45
21742,-61
21743,-26
21744,-85
21745,-36
21746,-81
21747,-68
21748,-76
21749,-93
21750,-92
21751,-59
21752,-103
21753,-107
21754,-45
21755,-30
21756,-31
21757,-16
21758,-4
21759,-8
21760,-25
21761,-46
21762,9
21763,-28
21764,-45
21765,-31
21766,6
21767,-6
21768,12
21769,-18
21770,-25
21771,52
21772,11
21773,54
21774,63
21775,21
21776,73
21777,76
21778,29
21779,42
21780,56
21781,82
21782,53
21783,54
21784,44
21785,73
21786,76
21787,90
21788,71
21789,34
21790,68
21791,60
21792,70
21793,32
21794,48
21795,34
21796,73
21797,54
21798,43
21799,47
21800,53
21801,46
21802,-1
21803,-11
21804,1
21805,-4
21806,-14
21807,-20
21808,14
21809,25
21810,-2
21811,-1
21812,-14
21813,-43
21814,-41
21815,-34
21816,-11
21817,-49
21818,-39
21819,-7
21820,-7
21821,-18
21822,-38
21823,-13
21824,-32
21825,8
21826,-46
21827,7
21828,-32
21829,-13
21830,-16
21831,-27
21832,27
21833,-25
21834,-63
21835,-62
21836,-58
21837,-40
21838,-38
21839,-42
21840,-5
21841,-8
21842,-24
21843,-45
21844,11
21845,-26
21846,-45
21847,-31
21848,-10
21849,-12
21850,4
21851,32
21852,20
21853,51
21854,6
21855,15
21856,47
21857,1
21858,46
21859,44
21860,-8
21861,-1
21862,7
21863,28
21864,-19
21865,-10
21866,-25
21867,1
21868,-1
21869,11
21870,-10
21871,-17
21872,-17
21873,-26
21874,-17
21875,-54
21876,-36
21877,-50
21878,-10
21879,-25
21880,-56
21881,-27
21882,-17
21883,-21
21884,-62
21885,-67
21886,-50
21887,-51
21888,-54
21889,-55
21890,-16
21891,1
21892,-21
21893,-16
21894,19
21895,-4
21896,10
21897,14
21898,41
21899,6
21900,19
21901,55
21902,55
21903,38
21904,28
21905,51
21906,32
21907,71
21908,15
21909,66
21910,25
21911,41
21912,29
21913,20
21914,70
21915,55
21916,11
21917,7
21918,5
21919,49
21920,14
21921,5
21922,36
21923,27
21924,7
21925,-19
21926,33
21927,-9
21928,-2
21929,-22
21930,-5
21931,-9
21932,4
21933,-31
21934,-45
21935,-55
21936,-59
21937,-48
21938,-15
21939,-61
21940,-12
21941,-12
21942,-61
21943,-50
21944,-27
21945,-13
21946,-55
21947,-41
21948,-50
21949,43
21950,47
21951,50
21952,50
21953,49
21954,53
21955,7
21956,23
21957,-11
21958,10
21959,0
21960,25
21961,31
21962,5
21963,35
21964,46
21965,44
21966,2
21967,43
21968,14
21969,10
21970,4
21971,2
21972,38
21973,51
21974,26
21975,28
21976,-9
21977,-13
21978,-3
21979,-5
21980,15
21981,-24
21982,-17
21983,7
21984,7
21985,-15
21986,-31
21987,-11
21988,-35
21989,-1
21990,-59
21991,-12
21992,-22
21993,-42
21994,-56
21995,-67
21996,-17
21997,-32
21998,-75
21999,-59
22000,-78
22001,-31
22002,-64
22003,-70
22004,-35
22005,-40
22006,-55
22007,-77
22008,-24
22009,-57
22010,-45
22011,-60
22012,-36
22013,-35
22014,-17
22015,-32
22016,-12
22017,-16
22018,-16
22019,-2
22020,35
22021,-7
22022,44
22023,47
22024,18
22025,13
22026,38
22027,51
22028,10
22029,23
22030,12
22031,17
22032,43
22033,42
22034,38
22035,34
22036,35
22037,26
22038,35
22039,-3
22040,8
22041,-3
22042,18
22043,18
22044,-16
22045,11
22046,79
22047,61
22048,24
22049,61
22050,27
22051,20
22052,11
22053,6
22054,39
22055,51
22056,-4
22057,25
22058,-12
22059,-15
22060,-5
22061,-5
22062,18
22063,14
22064,-9
22065,20
22066,23
22067,6
22068,-6
22069,19
22070,1
22071,41
22072,36
22073,40
22074,36
22075,21
22076,13
22077,-34
22078,20
22079,-16
22080,-28
22081,-9
22082,-25
22083,26
22084,-5
22085,-9
22086,28
22087,24
22088,13
22089,-13
22090,40
22091,4
22092,16
22093,-2
22094,19
22095,34
22096,33
22097,12
22098,-15
22099,-24
22100,-29
22101,-21
22102,11
22103,-36
22104,-31
22105,7
22106,-27
22107,-38
22108,-18
22109,-10
22110,-57
22111,-49
22112,-62
22113,-61
22114,-37
22115,-42
22116,-46
22117,-52
22118,-53
22119,-60
22120,-82
22121,-88
22122,-76
22123,-84
22124,-61
22125,-58
22126,-88
22127,-81
22128,-48
22129,-60
22130,-92
22131,-51
22132,-79
22133,-79
22134,-84
22135,-83
22136,-40
22137,-28
22138,-35
22139,-1
22140,-34
22141,-32
22142,-18
22143,4
22144,75
22145,74
22146,53
22147,83
22148,88
22149,71
22150,59
22151,83
22152,97
22153,101
22154,94
22155,96
22156,87
22157,70
22158,58
22159,51
22160,98
22161,55
22162,37
22163,53
22164,31
22165,74
22166,39
22167,30
22168,13
22169,53
22170,37
22171,6
22172,54
22173,17
22174,24
22175,37
22176,21
22177,34
22178,30
22179,9
22180,-17
22181,-28
22182,-31
22183,-20
22184,-18
22185,-31
22186,-23
22187,18
22188,-12
22189,-19
22190,4
22191,-11
22192,-23
22193,-9
22194,-16
22195,-10
22196,19
22197,21
22198,22
22199,-21
22200,-47
22201,-20
22202,-37
22203,-40
22204,-23
22205,-28
22206,-4
22207,-5
22208,-25
22209,-17
22210,17
22211,4
22212,-28
22213,12
22214,-18
22215,-21
22216,11
22217,-31
22218,9
22219,17
22220,-37
22221,-7
22222,-45
22223,-44
22224,-39
22225,-23
22226,-20
22227,-27
22228,-53
22229,-29
22230,-30
22231,-52
22232,-54
22233,-49
22234,-37
22235,-37
22236,-48
22237,-47
22238,-58
22239,-85
22240,-91
22241,-97
22242,11
22243,-31
22244,-46
22245,-30
22246,-49
22247,-1
22248,-17
22249,-40
22250,-52
22251,-8
22252,-19
22253,-44
22254,9
22255,-43
22256,-11
22257,9
22258,-2
22259,16
22260,59
22261,44
22262,23
22263,17
22264,57
22265,32
22266,39
22267,27
22268,38
22269,81
22270,51
22271,58
22272,70
22273,53
22274,40
22275,53
22276,43
22277,46
22278,73
22279,70
22280,29
22281,62
22282,31
22283,52
22284,31
22285,23
22286,33
22287,66
22288,43
22289,35
22290,10
22291,13
22292,42
22293,23
22294,-13
22295,24
22296,-12
22297,-16
22298,14
22299,-31
22300,8
22301,15
22302,-40
22303,-20
22304,-47
22305,-44
22306,-38
22307,-20
22308,-14
22309,-17
22310,-41
22311,-11
22312,-17
22313,-25
22314,-20
22315,-10
22316,7
22317,12
22318,7
22319,-28
22320,7
22321,-13
22322,-57
22323,-58
22324,-7
22325,-44
22326,-57
22327,-36
22328,-37
22329,-3
22330,-17
22331,-38
22332,-51
22333,-6
22334,-17
22335,11
22336,9
22337,-46
22338,-17
22339,63
22340,49
22341,63
22342,60
22343,40
22344,46
22345,2
22346,37
22347,5
22348,6
22349,-10
22350,-5
22351,-17
22352,-2
22353,-1
22354,6
22355,-14
22356,-31
22357,-24
22358,-36
22359,-35
22360,3
22361,-15
22362,-57
22363,-25
22364,-55
22365,-32
22366,-53
22367,-41
22368,-46
22369,-12
22370,-31
22371,-36
22372,-57
22373,-50
22374,-16
22375,-28
22376,-66
22377,-18
22378,-47
22379,-46
22380,-10
22381,-50
22382,-7
22383,25
22384,-1
22385,24
22386,1
22387,5
22388,16
22389,38
22390,47
22391,45
22392,56
22393,54
22394,47
22395,40
22396,43
22397,51
22398,65
22399,14
22400,61
22401,22
22402,54
22403,29
22404,24
22405,17
22406,62
22407,20
22408,0
22409,16
22410,10
22411,38
22412,18
22413,-7
22414,-25
22415,-1
22416,0
22417,25
22418,18
22419,-40
22420,-12
22421,1
22422,-15
22423,-1
22424,-37
22425,-26
22426,-18
22427,-61
22428,-25
22429,-53
22430,-50
22431,-14
22432,-54
22433,-62
22434,-43
22435,-37
22436,-25
22437,22
22438,10
22439,25
22440,46
22441,23
22442,69
22443,55
22444,-24
22445,14
22446,-12
22447,26
22448,-3
22449,13
22450,10
22451,47
22452,30
22453,27
22454,8
22455,14
22456,44
22457,36
22458,-4
22459,42
22460,10
22461,9
22462,40
22463,34
22464,37
22465,22
22466,-10
22467,10
22468,-18
22469,-19
22470,-13
22471,2
22472,-33
22473,-1
22474,3
22475,-5
22476,-15
22477,-27
22478,-29
22479,-43
22480,-13
22481,-66
22482,-22
22483,-63
22484,-31
22485,-58
22486,-63
22487,-69
22488,-36
22489,-64
22490,-81
22491,-63
22492,-65
22493,-33
22494,-49
22495,-34
22496,-83
22497,-54
22498,-48
22499,-19
22500,-19
